,itemID,rating,userID
94,462,5.0,1bilbo
95,547,5.0,1bilbo
96,623,10.0,1bilbo
97,138,2.0,2001ASOfan
98,175,10.0,2001ASOfan
99,179,9.0,2001ASOfan
100,211,1.0,2001ASOfan
101,222,3.0,2001ASOfan
102,229,10.0,2001ASOfan
103,251,10.0,2001ASOfan
104,282,2.0,2001ASOfan
105,516,10.0,2001ASOfan
106,550,5.0,2001ASOfan
107,599,5.0,2001ASOfan
108,4,8.0,3xHCCH
109,11,8.0,3xHCCH
110,31,9.0,3xHCCH
111,33,10.0,3xHCCH
112,53,9.0,3xHCCH
113,62,6.0,3xHCCH
114,66,10.0,3xHCCH
115,81,8.0,3xHCCH
116,95,10.0,3xHCCH
117,112,6.0,3xHCCH
118,117,10.0,3xHCCH
119,121,8.0,3xHCCH
120,122,6.0,3xHCCH
121,130,4.0,3xHCCH
122,145,7.0,3xHCCH
123,150,6.0,3xHCCH
124,159,9.0,3xHCCH
125,160,9.0,3xHCCH
126,167,5.0,3xHCCH
127,183,9.0,3xHCCH
128,187,6.0,3xHCCH
129,192,7.0,3xHCCH
130,205,7.0,3xHCCH
131,210,10.0,3xHCCH
132,220,9.0,3xHCCH
133,224,6.0,3xHCCH
134,227,5.0,3xHCCH
135,243,8.0,3xHCCH
136,265,7.0,3xHCCH
137,271,7.0,3xHCCH
138,284,9.0,3xHCCH
139,294,6.0,3xHCCH
140,297,9.0,3xHCCH
141,304,7.0,3xHCCH
142,307,9.0,3xHCCH
143,345,10.0,3xHCCH
144,350,8.0,3xHCCH
145,396,8.0,3xHCCH
146,400,9.0,3xHCCH
147,407,7.0,3xHCCH
148,413,8.0,3xHCCH
149,414,9.0,3xHCCH
150,417,10.0,3xHCCH
151,422,8.0,3xHCCH
152,423,8.0,3xHCCH
153,467,8.0,3xHCCH
154,474,6.0,3xHCCH
155,477,6.0,3xHCCH
156,481,8.0,3xHCCH
157,494,8.0,3xHCCH
158,512,6.0,3xHCCH
159,520,10.0,3xHCCH
160,521,10.0,3xHCCH
161,522,9.0,3xHCCH
162,525,8.0,3xHCCH
163,537,7.0,3xHCCH
164,539,6.0,3xHCCH
165,555,4.0,3xHCCH
166,578,8.0,3xHCCH
167,600,9.0,3xHCCH
168,614,9.0,3xHCCH
169,621,8.0,3xHCCH
170,622,8.0,3xHCCH
171,627,7.0,3xHCCH
172,628,8.0,3xHCCH
173,629,9.0,3xHCCH
174,655,10.0,3xHCCH
175,24,10.0,80sHorror
176,45,10.0,80sHorror
177,98,10.0,80sHorror
178,117,10.0,80sHorror
179,134,10.0,80sHorror
180,208,10.0,80sHorror
181,345,1.0,80sHorror
182,382,10.0,80sHorror
183,404,10.0,80sHorror
184,423,10.0,80sHorror
185,499,10.0,80sHorror
186,517,10.0,80sHorror
187,521,1.0,80sHorror
188,4,9.0,851222
189,6,9.0,851222
190,9,9.0,851222
191,10,8.0,851222
192,12,10.0,851222
193,22,10.0,851222
194,24,9.0,851222
195,26,8.0,851222
196,30,9.0,851222
197,31,10.0,851222
198,34,9.0,851222
199,35,10.0,851222
200,40,9.0,851222
201,44,10.0,851222
202,45,8.0,851222
203,46,10.0,851222
204,47,10.0,851222
205,48,8.0,851222
206,54,9.0,851222
207,56,8.0,851222
208,58,10.0,851222
209,60,6.0,851222
210,73,9.0,851222
211,74,8.0,851222
212,80,10.0,851222
213,81,8.0,851222
214,85,10.0,851222
215,98,7.0,851222
216,99,9.0,851222
217,102,8.0,851222
218,104,8.0,851222
219,105,9.0,851222
220,106,9.0,851222
221,107,8.0,851222
222,109,9.0,851222
223,117,10.0,851222
224,123,9.0,851222
225,124,9.0,851222
226,126,10.0,851222
227,127,8.0,851222
228,131,9.0,851222
229,133,10.0,851222
230,134,9.0,851222
231,140,10.0,851222
232,143,9.0,851222
233,145,9.0,851222
234,146,10.0,851222
235,150,9.0,851222
236,152,8.0,851222
237,154,10.0,851222
238,156,10.0,851222
239,157,8.0,851222
240,160,8.0,851222
241,162,10.0,851222
242,163,8.0,851222
243,166,10.0,851222
244,169,10.0,851222
245,175,10.0,851222
246,176,9.0,851222
247,182,8.0,851222
248,183,10.0,851222
249,186,9.0,851222
250,196,9.0,851222
251,198,10.0,851222
252,204,10.0,851222
253,205,9.0,851222
254,211,10.0,851222
255,222,10.0,851222
256,223,10.0,851222
257,224,8.0,851222
258,225,10.0,851222
259,234,9.0,851222
260,239,8.0,851222
261,242,10.0,851222
262,248,10.0,851222
263,249,10.0,851222
264,251,9.0,851222
265,255,8.0,851222
266,257,9.0,851222
267,258,9.0,851222
268,259,9.0,851222
269,261,9.0,851222
270,262,8.0,851222
271,265,9.0,851222
272,267,6.0,851222
273,268,9.0,851222
274,269,8.0,851222
275,279,9.0,851222
276,280,8.0,851222
277,282,10.0,851222
278,284,10.0,851222
279,285,9.0,851222
280,287,8.0,851222
281,291,10.0,851222
282,292,10.0,851222
283,295,8.0,851222
284,299,9.0,851222
285,301,9.0,851222
286,302,9.0,851222
287,303,10.0,851222
288,311,5.0,851222
289,318,10.0,851222
290,324,9.0,851222
291,332,9.0,851222
292,337,5.0,851222
293,339,9.0,851222
294,340,10.0,851222
295,345,10.0,851222
296,348,10.0,851222
297,355,10.0,851222
298,357,6.0,851222
299,359,10.0,851222
300,360,9.0,851222
301,361,9.0,851222
302,364,10.0,851222
303,370,10.0,851222
304,371,9.0,851222
305,372,9.0,851222
306,374,9.0,851222
307,382,8.0,851222
308,384,8.0,851222
309,385,9.0,851222
310,391,9.0,851222
311,395,10.0,851222
312,400,8.0,851222
313,402,9.0,851222
314,404,10.0,851222
315,406,9.0,851222
316,412,8.0,851222
317,413,10.0,851222
318,416,8.0,851222
319,418,10.0,851222
320,419,10.0,851222
321,423,9.0,851222
322,424,10.0,851222
323,425,10.0,851222
324,426,10.0,851222
325,430,10.0,851222
326,433,10.0,851222
327,434,10.0,851222
328,436,9.0,851222
329,438,8.0,851222
330,444,9.0,851222
331,450,10.0,851222
332,455,8.0,851222
333,458,10.0,851222
334,465,10.0,851222
335,467,9.0,851222
336,470,8.0,851222
337,471,10.0,851222
338,472,10.0,851222
339,474,8.0,851222
340,479,10.0,851222
341,480,10.0,851222
342,481,10.0,851222
343,487,8.0,851222
344,488,9.0,851222
345,491,9.0,851222
346,494,5.0,851222
347,497,10.0,851222
348,500,9.0,851222
349,504,9.0,851222
350,506,10.0,851222
351,511,9.0,851222
352,513,10.0,851222
353,514,8.0,851222
354,516,9.0,851222
355,520,10.0,851222
356,521,9.0,851222
357,524,9.0,851222
358,526,8.0,851222
359,532,7.0,851222
360,536,10.0,851222
361,551,10.0,851222
362,552,9.0,851222
363,554,8.0,851222
364,556,9.0,851222
365,569,9.0,851222
366,572,8.0,851222
367,573,10.0,851222
368,574,9.0,851222
369,575,9.0,851222
370,577,10.0,851222
371,585,10.0,851222
372,591,8.0,851222
373,593,9.0,851222
374,594,9.0,851222
375,595,10.0,851222
376,596,10.0,851222
377,597,10.0,851222
378,599,10.0,851222
379,600,9.0,851222
380,601,8.0,851222
381,602,10.0,851222
382,603,8.0,851222
383,605,9.0,851222
384,609,10.0,851222
385,611,9.0,851222
386,615,10.0,851222
387,617,10.0,851222
388,620,7.0,851222
389,628,10.0,851222
390,629,10.0,851222
391,630,10.0,851222
392,632,6.0,851222
393,634,9.0,851222
394,635,9.0,851222
395,643,10.0,851222
396,644,10.0,851222
397,645,10.0,851222
398,651,10.0,851222
399,653,8.0,851222
400,19,8.0,98nurdinm-1
401,23,8.0,98nurdinm-1
402,31,9.0,98nurdinm-1
403,32,4.0,98nurdinm-1
404,66,8.0,98nurdinm-1
405,122,7.0,98nurdinm-1
406,133,9.0,98nurdinm-1
407,149,6.0,98nurdinm-1
408,270,8.0,98nurdinm-1
409,271,8.0,98nurdinm-1
410,297,8.0,98nurdinm-1
411,313,8.0,98nurdinm-1
412,316,7.0,98nurdinm-1
413,383,7.0,98nurdinm-1
414,435,8.0,98nurdinm-1
415,449,9.0,98nurdinm-1
416,483,7.0,98nurdinm-1
417,520,9.0,98nurdinm-1
418,559,8.0,98nurdinm-1
419,655,8.0,98nurdinm-1
420,3,7.0,=G=
421,8,7.0,=G=
422,14,7.0,=G=
423,43,7.0,=G=
424,52,6.0,=G=
425,58,7.0,=G=
426,63,6.0,=G=
427,69,6.0,=G=
428,73,8.0,=G=
429,111,7.0,=G=
430,115,7.0,=G=
431,126,8.0,=G=
432,149,7.0,=G=
433,158,6.0,=G=
434,161,7.0,=G=
435,163,9.0,=G=
436,178,8.0,=G=
437,213,8.0,=G=
438,219,5.0,=G=
439,252,7.0,=G=
440,267,6.0,=G=
441,310,7.0,=G=
442,319,6.0,=G=
443,341,7.0,=G=
444,355,8.0,=G=
445,363,7.0,=G=
446,395,8.0,=G=
447,400,8.0,=G=
448,405,5.0,=G=
449,408,6.0,=G=
450,415,6.0,=G=
451,436,7.0,=G=
452,465,8.0,=G=
453,469,8.0,=G=
454,476,7.0,=G=
455,487,8.0,=G=
456,492,8.0,=G=
457,506,8.0,=G=
458,517,6.0,=G=
459,525,7.0,=G=
460,527,6.0,=G=
461,537,8.0,=G=
462,553,6.0,=G=
463,558,8.0,=G=
464,587,7.0,=G=
465,624,5.0,=G=
466,68,9.0,A-Ron-2
467,71,10.0,A-Ron-2
468,128,9.0,A-Ron-2
469,189,7.0,A-Ron-2
470,223,9.0,A-Ron-2
471,228,9.0,A-Ron-2
472,355,6.0,A-Ron-2
473,401,10.0,A-Ron-2
474,426,9.0,A-Ron-2
475,440,10.0,A-Ron-2
476,565,7.0,A-Ron-2
477,602,7.0,A-Ron-2
478,623,7.0,A-Ron-2
479,651,8.0,A-Ron-2
480,9,4.0,AAdaSC
481,29,6.0,AAdaSC
482,32,4.0,AAdaSC
483,94,4.0,AAdaSC
484,96,6.0,AAdaSC
485,137,7.0,AAdaSC
486,140,6.0,AAdaSC
487,185,8.0,AAdaSC
488,186,4.0,AAdaSC
489,188,6.0,AAdaSC
490,198,3.0,AAdaSC
491,279,7.0,AAdaSC
492,329,7.0,AAdaSC
493,332,8.0,AAdaSC
494,384,6.0,AAdaSC
495,410,8.0,AAdaSC
496,438,8.0,AAdaSC
497,480,9.0,AAdaSC
498,505,7.0,AAdaSC
499,540,7.0,AAdaSC
500,545,7.0,AAdaSC
501,559,8.0,AAdaSC
502,597,7.0,AAdaSC
503,598,6.0,AAdaSC
504,602,7.0,AAdaSC
505,608,6.0,AAdaSC
506,620,7.0,AAdaSC
507,624,5.0,AAdaSC
508,637,8.0,AAdaSC
509,651,9.0,AAdaSC
510,32,9.0,ACitizenCalledKane
511,75,9.0,ACitizenCalledKane
512,87,9.0,ACitizenCalledKane
513,96,9.0,ACitizenCalledKane
514,129,8.0,ACitizenCalledKane
515,140,8.0,ACitizenCalledKane
516,188,8.0,ACitizenCalledKane
517,199,8.0,ACitizenCalledKane
518,244,8.0,ACitizenCalledKane
519,252,8.0,ACitizenCalledKane
520,258,8.0,ACitizenCalledKane
521,279,10.0,ACitizenCalledKane
522,280,9.0,ACitizenCalledKane
523,303,10.0,ACitizenCalledKane
524,371,10.0,ACitizenCalledKane
525,372,9.0,ACitizenCalledKane
526,384,9.0,ACitizenCalledKane
527,391,9.0,ACitizenCalledKane
528,413,10.0,ACitizenCalledKane
529,438,9.0,ACitizenCalledKane
530,524,10.0,ACitizenCalledKane
531,559,10.0,ACitizenCalledKane
532,570,9.0,ACitizenCalledKane
533,575,9.0,ACitizenCalledKane
534,605,10.0,ACitizenCalledKane
535,41,10.0,ADOZER200
536,50,10.0,ADOZER200
537,133,10.0,ADOZER200
538,170,10.0,ADOZER200
539,178,8.0,ADOZER200
540,225,10.0,ADOZER200
541,285,8.0,ADOZER200
542,305,8.0,ADOZER200
543,308,10.0,ADOZER200
544,312,10.0,ADOZER200
545,321,10.0,ADOZER200
546,428,10.0,ADOZER200
547,461,10.0,ADOZER200
548,462,10.0,ADOZER200
549,473,10.0,ADOZER200
550,510,4.0,ADOZER200
551,541,10.0,ADOZER200
552,619,10.0,ADOZER200
553,625,10.0,ADOZER200
554,652,10.0,ADOZER200
555,653,10.0,ADOZER200
556,14,6.0,AJ4F
557,31,6.0,AJ4F
558,48,9.0,AJ4F
559,204,6.0,AJ4F
560,210,8.0,AJ4F
561,243,5.0,AJ4F
562,271,9.0,AJ4F
563,345,6.0,AJ4F
564,521,5.0,AJ4F
565,588,9.0,AJ4F
566,611,8.0,AJ4F
567,644,9.0,AJ4F
568,35,7.0,AKS-6
569,41,7.0,AKS-6
570,49,7.0,AKS-6
571,63,7.0,AKS-6
572,68,9.0,AKS-6
573,69,8.0,AKS-6
574,76,9.0,AKS-6
575,126,6.0,AKS-6
576,145,9.0,AKS-6
577,156,8.0,AKS-6
578,174,6.0,AKS-6
579,186,8.0,AKS-6
580,213,7.0,AKS-6
581,225,6.0,AKS-6
582,236,7.0,AKS-6
583,237,8.0,AKS-6
584,250,6.0,AKS-6
585,253,6.0,AKS-6
586,263,7.0,AKS-6
587,290,7.0,AKS-6
588,316,8.0,AKS-6
589,318,7.0,AKS-6
590,340,8.0,AKS-6
591,352,9.0,AKS-6
592,353,3.0,AKS-6
593,355,7.0,AKS-6
594,377,8.0,AKS-6
595,387,7.0,AKS-6
596,394,8.0,AKS-6
597,408,3.0,AKS-6
598,433,10.0,AKS-6
599,437,7.0,AKS-6
600,462,9.0,AKS-6
601,478,9.0,AKS-6
602,479,8.0,AKS-6
603,497,9.0,AKS-6
604,506,8.0,AKS-6
605,517,7.0,AKS-6
606,536,8.0,AKS-6
607,553,7.0,AKS-6
608,558,8.0,AKS-6
609,564,7.0,AKS-6
610,566,9.0,AKS-6
611,573,10.0,AKS-6
612,577,6.0,AKS-6
613,609,8.0,AKS-6
614,652,6.0,AKS-6
615,123,9.0,ALauff
616,147,8.0,ALauff
617,158,8.0,ALauff
618,183,7.0,ALauff
619,200,8.0,ALauff
620,237,8.0,ALauff
621,267,9.0,ALauff
622,274,8.0,ALauff
623,295,8.0,ALauff
624,309,10.0,ALauff
625,361,7.0,ALauff
626,438,8.0,ALauff
627,515,8.0,ALauff
628,593,8.0,ALauff
629,651,10.0,ALauff
630,20,7.0,AW_McGOWAN
631,41,9.0,AW_McGOWAN
632,124,8.0,AW_McGOWAN
633,220,8.0,AW_McGOWAN
634,237,7.0,AW_McGOWAN
635,290,9.0,AW_McGOWAN
636,319,8.0,AW_McGOWAN
637,320,7.0,AW_McGOWAN
638,357,7.0,AW_McGOWAN
639,363,7.0,AW_McGOWAN
640,382,8.0,AW_McGOWAN
641,428,7.0,AW_McGOWAN
642,610,8.0,AW_McGOWAN
643,625,8.0,AW_McGOWAN
644,640,7.0,AW_McGOWAN
645,5,10.0,A_Different_Drummer
646,6,7.0,A_Different_Drummer
647,11,8.0,A_Different_Drummer
648,19,10.0,A_Different_Drummer
649,21,10.0,A_Different_Drummer
650,30,10.0,A_Different_Drummer
651,32,10.0,A_Different_Drummer
652,34,9.0,A_Different_Drummer
653,35,10.0,A_Different_Drummer
654,36,9.0,A_Different_Drummer
655,44,6.0,A_Different_Drummer
656,47,10.0,A_Different_Drummer
657,53,10.0,A_Different_Drummer
658,69,10.0,A_Different_Drummer
659,70,7.0,A_Different_Drummer
660,74,10.0,A_Different_Drummer
661,81,9.0,A_Different_Drummer
662,83,5.0,A_Different_Drummer
663,91,5.0,A_Different_Drummer
664,97,10.0,A_Different_Drummer
665,99,9.0,A_Different_Drummer
666,104,10.0,A_Different_Drummer
667,115,10.0,A_Different_Drummer
668,127,9.0,A_Different_Drummer
669,145,9.0,A_Different_Drummer
670,152,10.0,A_Different_Drummer
671,159,9.0,A_Different_Drummer
672,162,9.0,A_Different_Drummer
673,164,7.0,A_Different_Drummer
674,215,10.0,A_Different_Drummer
675,216,9.0,A_Different_Drummer
676,221,5.0,A_Different_Drummer
677,265,5.0,A_Different_Drummer
678,293,10.0,A_Different_Drummer
679,299,9.0,A_Different_Drummer
680,345,10.0,A_Different_Drummer
681,351,10.0,A_Different_Drummer
682,354,10.0,A_Different_Drummer
683,357,4.0,A_Different_Drummer
684,359,10.0,A_Different_Drummer
685,372,10.0,A_Different_Drummer
686,401,8.0,A_Different_Drummer
687,402,10.0,A_Different_Drummer
688,407,3.0,A_Different_Drummer
689,410,7.0,A_Different_Drummer
690,414,10.0,A_Different_Drummer
691,416,10.0,A_Different_Drummer
692,423,8.0,A_Different_Drummer
693,449,10.0,A_Different_Drummer
694,467,9.0,A_Different_Drummer
695,468,6.0,A_Different_Drummer
696,471,7.0,A_Different_Drummer
697,472,9.0,A_Different_Drummer
698,474,10.0,A_Different_Drummer
699,482,1.0,A_Different_Drummer
700,487,10.0,A_Different_Drummer
701,502,10.0,A_Different_Drummer
702,504,9.0,A_Different_Drummer
703,519,10.0,A_Different_Drummer
704,520,10.0,A_Different_Drummer
705,526,9.0,A_Different_Drummer
706,539,3.0,A_Different_Drummer
707,540,10.0,A_Different_Drummer
708,544,7.0,A_Different_Drummer
709,556,9.0,A_Different_Drummer
710,561,9.0,A_Different_Drummer
711,572,10.0,A_Different_Drummer
712,594,10.0,A_Different_Drummer
713,617,4.0,A_Different_Drummer
714,622,8.0,A_Different_Drummer
715,629,1.0,A_Different_Drummer
716,647,10.0,A_Different_Drummer
717,650,10.0,A_Different_Drummer
718,10,9.0,Aaron1375
719,16,7.0,Aaron1375
720,17,9.0,Aaron1375
721,24,8.0,Aaron1375
722,25,7.0,Aaron1375
723,31,10.0,Aaron1375
724,41,10.0,Aaron1375
725,50,10.0,Aaron1375
726,62,9.0,Aaron1375
727,72,7.0,Aaron1375
728,76,6.0,Aaron1375
729,84,4.0,Aaron1375
730,85,7.0,Aaron1375
731,96,7.0,Aaron1375
732,99,9.0,Aaron1375
733,103,9.0,Aaron1375
734,114,6.0,Aaron1375
735,119,9.0,Aaron1375
736,134,9.0,Aaron1375
737,136,9.0,Aaron1375
738,150,8.0,Aaron1375
739,156,9.0,Aaron1375
740,172,6.0,Aaron1375
741,174,3.0,Aaron1375
742,178,9.0,Aaron1375
743,240,9.0,Aaron1375
744,252,10.0,Aaron1375
745,265,9.0,Aaron1375
746,270,9.0,Aaron1375
747,273,10.0,Aaron1375
748,285,8.0,Aaron1375
749,287,8.0,Aaron1375
750,290,9.0,Aaron1375
751,299,8.0,Aaron1375
752,308,9.0,Aaron1375
753,315,8.0,Aaron1375
754,319,3.0,Aaron1375
755,324,8.0,Aaron1375
756,333,6.0,Aaron1375
757,342,7.0,Aaron1375
758,354,6.0,Aaron1375
759,355,8.0,Aaron1375
760,376,6.0,Aaron1375
761,381,5.0,Aaron1375
762,386,7.0,Aaron1375
763,403,7.0,Aaron1375
764,414,10.0,Aaron1375
765,419,8.0,Aaron1375
766,423,6.0,Aaron1375
767,428,8.0,Aaron1375
768,433,9.0,Aaron1375
769,435,10.0,Aaron1375
770,444,9.0,Aaron1375
771,458,10.0,Aaron1375
772,461,7.0,Aaron1375
773,462,10.0,Aaron1375
774,478,9.0,Aaron1375
775,479,8.0,Aaron1375
776,484,6.0,Aaron1375
777,491,10.0,Aaron1375
778,497,9.0,Aaron1375
779,510,7.0,Aaron1375
780,517,8.0,Aaron1375
781,518,9.0,Aaron1375
782,520,10.0,Aaron1375
783,536,9.0,Aaron1375
784,546,8.0,Aaron1375
785,547,10.0,Aaron1375
786,553,6.0,Aaron1375
787,565,9.0,Aaron1375
788,573,9.0,Aaron1375
789,576,6.0,Aaron1375
790,595,9.0,Aaron1375
791,601,10.0,Aaron1375
792,602,8.0,Aaron1375
793,610,9.0,Aaron1375
794,611,7.0,Aaron1375
795,619,9.0,Aaron1375
796,622,8.0,Aaron1375
797,625,10.0,Aaron1375
798,629,10.0,Aaron1375
799,632,9.0,Aaron1375
800,644,7.0,Aaron1375
801,645,8.0,Aaron1375
802,648,3.0,Aaron1375
803,9,10.0,AaronCapenBanner
804,12,10.0,AaronCapenBanner
805,22,10.0,AaronCapenBanner
806,25,9.0,AaronCapenBanner
807,27,9.0,AaronCapenBanner
808,29,7.0,AaronCapenBanner
809,31,10.0,AaronCapenBanner
810,39,9.0,AaronCapenBanner
811,41,9.0,AaronCapenBanner
812,47,8.0,AaronCapenBanner
813,49,5.0,AaronCapenBanner
814,67,6.0,AaronCapenBanner
815,68,5.0,AaronCapenBanner
816,71,7.0,AaronCapenBanner
817,72,7.0,AaronCapenBanner
818,76,9.0,AaronCapenBanner
819,79,7.0,AaronCapenBanner
820,87,9.0,AaronCapenBanner
821,96,9.0,AaronCapenBanner
822,97,9.0,AaronCapenBanner
823,98,7.0,AaronCapenBanner
824,103,8.0,AaronCapenBanner
825,104,7.0,AaronCapenBanner
826,105,8.0,AaronCapenBanner
827,114,9.0,AaronCapenBanner
828,116,7.0,AaronCapenBanner
829,118,8.0,AaronCapenBanner
830,119,9.0,AaronCapenBanner
831,123,8.0,AaronCapenBanner
832,128,7.0,AaronCapenBanner
833,129,8.0,AaronCapenBanner
834,131,7.0,AaronCapenBanner
835,133,10.0,AaronCapenBanner
836,137,8.0,AaronCapenBanner
837,141,8.0,AaronCapenBanner
838,156,9.0,AaronCapenBanner
839,166,9.0,AaronCapenBanner
840,170,8.0,AaronCapenBanner
841,172,8.0,AaronCapenBanner
842,180,5.0,AaronCapenBanner
843,181,7.0,AaronCapenBanner
844,185,7.0,AaronCapenBanner
845,186,8.0,AaronCapenBanner
846,188,8.0,AaronCapenBanner
847,189,7.0,AaronCapenBanner
848,198,10.0,AaronCapenBanner
849,202,7.0,AaronCapenBanner
850,207,7.0,AaronCapenBanner
851,221,8.0,AaronCapenBanner
852,223,8.0,AaronCapenBanner
853,225,8.0,AaronCapenBanner
854,227,8.0,AaronCapenBanner
855,230,9.0,AaronCapenBanner
856,236,8.0,AaronCapenBanner
857,240,6.0,AaronCapenBanner
858,244,9.0,AaronCapenBanner
859,246,8.0,AaronCapenBanner
860,251,10.0,AaronCapenBanner
861,253,9.0,AaronCapenBanner
862,254,9.0,AaronCapenBanner
863,265,7.0,AaronCapenBanner
864,275,8.0,AaronCapenBanner
865,276,7.0,AaronCapenBanner
866,280,9.0,AaronCapenBanner
867,283,8.0,AaronCapenBanner
868,285,7.0,AaronCapenBanner
869,287,8.0,AaronCapenBanner
870,290,8.0,AaronCapenBanner
871,300,5.0,AaronCapenBanner
872,305,8.0,AaronCapenBanner
873,308,7.0,AaronCapenBanner
874,309,8.0,AaronCapenBanner
875,312,7.0,AaronCapenBanner
876,316,9.0,AaronCapenBanner
877,317,3.0,AaronCapenBanner
878,318,9.0,AaronCapenBanner
879,329,7.0,AaronCapenBanner
880,332,6.0,AaronCapenBanner
881,333,6.0,AaronCapenBanner
882,340,7.0,AaronCapenBanner
883,342,7.0,AaronCapenBanner
884,345,7.0,AaronCapenBanner
885,348,9.0,AaronCapenBanner
886,352,8.0,AaronCapenBanner
887,361,7.0,AaronCapenBanner
888,365,6.0,AaronCapenBanner
889,366,8.0,AaronCapenBanner
890,369,5.0,AaronCapenBanner
891,372,10.0,AaronCapenBanner
892,376,8.0,AaronCapenBanner
893,381,4.0,AaronCapenBanner
894,384,7.0,AaronCapenBanner
895,385,10.0,AaronCapenBanner
896,391,8.0,AaronCapenBanner
897,395,7.0,AaronCapenBanner
898,399,7.0,AaronCapenBanner
899,401,7.0,AaronCapenBanner
900,410,6.0,AaronCapenBanner
901,419,6.0,AaronCapenBanner
902,421,6.0,AaronCapenBanner
903,423,8.0,AaronCapenBanner
904,428,7.0,AaronCapenBanner
905,430,8.0,AaronCapenBanner
906,433,9.0,AaronCapenBanner
907,441,7.0,AaronCapenBanner
908,442,8.0,AaronCapenBanner
909,449,7.0,AaronCapenBanner
910,459,8.0,AaronCapenBanner
911,461,8.0,AaronCapenBanner
912,466,7.0,AaronCapenBanner
913,478,6.0,AaronCapenBanner
914,479,9.0,AaronCapenBanner
915,480,7.0,AaronCapenBanner
916,484,7.0,AaronCapenBanner
917,486,8.0,AaronCapenBanner
918,488,9.0,AaronCapenBanner
919,495,9.0,AaronCapenBanner
920,497,10.0,AaronCapenBanner
921,505,5.0,AaronCapenBanner
922,510,5.0,AaronCapenBanner
923,514,9.0,AaronCapenBanner
924,515,7.0,AaronCapenBanner
925,519,7.0,AaronCapenBanner
926,520,10.0,AaronCapenBanner
927,523,7.0,AaronCapenBanner
928,536,9.0,AaronCapenBanner
929,540,6.0,AaronCapenBanner
930,545,6.0,AaronCapenBanner
931,546,7.0,AaronCapenBanner
932,548,7.0,AaronCapenBanner
933,551,8.0,AaronCapenBanner
934,553,8.0,AaronCapenBanner
935,558,7.0,AaronCapenBanner
936,559,8.0,AaronCapenBanner
937,562,5.0,AaronCapenBanner
938,563,9.0,AaronCapenBanner
939,565,9.0,AaronCapenBanner
940,568,7.0,AaronCapenBanner
941,573,8.0,AaronCapenBanner
942,585,8.0,AaronCapenBanner
943,588,7.0,AaronCapenBanner
944,589,6.0,AaronCapenBanner
945,597,7.0,AaronCapenBanner
946,598,7.0,AaronCapenBanner
947,599,9.0,AaronCapenBanner
948,602,10.0,AaronCapenBanner
949,608,4.0,AaronCapenBanner
950,609,10.0,AaronCapenBanner
951,611,3.0,AaronCapenBanner
952,618,9.0,AaronCapenBanner
953,620,9.0,AaronCapenBanner
954,623,8.0,AaronCapenBanner
955,625,8.0,AaronCapenBanner
956,626,6.0,AaronCapenBanner
957,634,8.0,AaronCapenBanner
958,637,7.0,AaronCapenBanner
959,644,9.0,AaronCapenBanner
960,649,8.0,AaronCapenBanner
961,650,8.0,AaronCapenBanner
